index	demonstration_count	input_nchars	input_ntokens	input_logprob	output_nchars	output_ntokens	output_logprob	correct
15	0	140	34	-11.394245910644532	2	1	-3.676713757215065	1
15	0	155	38	-11.762732442220052	2	1	-3.676713757215065	1
15	0	130	35	-11.653476587931316	2	1	-3.676713757215065	1
15	0	143	36	-11.947332255045573	2	1	-3.676713757215065	1
15	0	137	34	-11.588490804036459	2	1	-3.676713757215065	1
15	0	145	35	-11.692559814453125	2	1	-3.676713757215065	1
15	0	145	33	-11.470605087280273	2	1	-3.676713757215065	1
15	0	148	35	-11.476289749145508	2	1	-3.676713757215065	1
15	0	153	33	-11.698839696248372	2	1	-3.676713757215065	0
15	0	138	37	-11.902300389607747	2	1	-3.676713757215065	1
15	0	147	35	-11.788354619344075	2	1	-3.676713757215065	1
15	0	137	37	-11.661433283487955	2	1	-3.676713757215065	1
15	0	141	38	-11.635680898030598	2	1	-3.676713757215065	1
15	0	144	35	-11.594260787963867	2	1	-3.676713757215065	0
15	0	153	41	-12.335379155476888	2	1	-3.676713757215065	1
15	0	141	35	-11.490806070963542	2	1	-3.676713757215065	1
15	0	150	36	-11.886362965901693	2	1	-3.676713757215065	1
15	0	157	37	-11.87792739868164	2	1	-3.676713757215065	1
15	0	149	37	-11.84165751139323	2	1	-3.676713757215065	1
15	0	147	37	-11.716455968221029	2	1	-3.676713757215065	1
15	0	123	34	-11.412079111735027	2	1	-3.676713757215065	0
15	0	142	34	-11.280401229858398	2	1	-3.676713757215065	1
15	0	140	34	-11.379870223999024	2	1	-3.676713757215065	1
16	0	154	38	-11.752798080444336	2	1	-4.292551628246279	0
16	0	152	39	-11.65580129623413	2	1	-4.292551628246279	1
16	0	164	34	-11.134232997894287	2	1	-4.292551628246279	0
16	0	153	41	-12.036494255065918	2	1	-4.292551628246279	1
16	0	146	35	-11.391685724258423	2	1	-4.292551628246279	0
16	0	144	36	-11.52548599243164	2	1	-4.292551628246279	1
16	0	136	32	-11.161526083946228	2	1	-4.292551628246279	1
16	0	159	41	-11.670716047286987	2	1	-4.292551628246279	0
16	0	134	39	-11.741085171699524	2	1	-4.292551628246279	1
16	0	153	40	-11.822945833206177	2	1	-4.292551628246279	1
16	0	147	31	-10.981374502182007	2	1	-4.292551628246279	1
16	0	139	39	-11.704765796661377	2	1	-4.292551628246279	1
16	0	154	39	-11.65180230140686	2	1	-4.292551628246279	1
16	0	149	35	-11.334460258483887	2	1	-4.292551628246279	1
16	0	155	38	-11.628882050514221	2	1	-4.292551628246279	1
16	0	159	38	-11.760825276374817	2	1	-4.292551628246279	1
16	0	152	36	-11.414610385894775	2	1	-4.292551628246279	0
16	0	147	41	-11.939685821533203	2	1	-4.292551628246279	1
16	0	154	40	-11.680342674255371	2	1	-4.292551628246279	1
16	0	144	33	-11.509888768196106	2	1	-4.292551628246279	0
16	0	140	37	-11.358550190925598	2	1	-4.292551628246279	1
16	0	146	37	-11.46448016166687	2	1	-4.292551628246279	1
16	0	151	36	-11.143305897712708	2	1	-4.292551628246279	1
16	0	146	31	-11.270432114601135	2	1	-4.292551628246279	0
16	0	148	36	-11.448271870613098	2	1	-4.292551628246279	1
16	0	147	39	-11.686518788337708	2	1	-4.292551628246279	1
16	0	141	35	-11.141561150550842	2	1	-4.292551628246279	1
16	0	149	38	-11.557730913162231	2	1	-4.292551628246279	1
16	0	161	33	-11.29664945602417	2	1	-4.292551628246279	1
16	0	144	35	-11.434484601020813	2	1	-4.292551628246279	1
17	0	158	38	-11.262765884399414	2	1	-4.532012665370365	1
17	0	166	35	-11.146040860344382	2	1	-4.532012665370365	1
17	0	150	38	-11.47474973341998	2	1	-4.532012665370365	1
17	0	145	36	-11.234112459070543	2	1	-4.532012665370365	1
17	0	163	35	-11.213695189532112	2	1	-4.532012665370365	1
17	0	164	40	-11.852399826049805	2	1	-4.532012665370365	1
17	0	157	39	-11.387189191930434	2	1	-4.532012665370365	1
17	0	172	43	-11.825204737046185	2	1	-4.532012665370365	1
17	0	156	41	-11.508394577923942	2	1	-4.532012665370365	1
17	0	167	40	-11.770099303301643	2	1	-4.532012665370365	1
17	0	154	39	-11.467712177949792	2	1	-4.532012665370365	1
17	0	157	39	-11.393550087423886	2	1	-4.532012665370365	1
17	0	172	40	-11.711675756117877	2	1	-4.532012665370365	1
17	0	167	41	-11.614827548756319	2	1	-4.532012665370365	1
17	0	164	40	-11.592222886926988	2	1	-4.532012665370365	1
17	0	154	34	-11.187465218936696	2	1	-4.532012665370365	1
17	0	156	40	-11.537292031680837	2	1	-4.532012665370365	1
17	0	170	46	-12.234585705925436	2	1	-4.532012665370365	0
17	0	169	47	-12.192731632905847	2	1	-4.532012665370365	1
17	0	164	40	-11.773983787087833	2	1	-4.532012665370365	1
17	0	155	41	-11.844288545496324	2	1	-4.532012665370365	1
17	0	152	42	-11.87712781569537	2	1	-4.532012665370365	1
17	0	161	41	-11.794382992912741	2	1	-4.532012665370365	1
17	0	166	42	-11.56476379843319	2	1	-4.532012665370365	1
17	0	148	42	-11.793637443991269	2	1	-4.532012665370365	1
17	0	165	34	-10.928546232335707	2	1	-4.532012665370365	1
17	0	160	40	-11.547779644236845	2	1	-4.532012665370365	1
17	0	161	40	-11.753161374260397	2	1	-4.532012665370365	1
17	0	150	38	-11.436092937693877	2	1	-4.532012665370365	0
17	0	150	36	-11.025386024923886	2	1	-4.532012665370365	1
18	0	170	42	-11.554926342434353	2	1	-4.184553774112583	1
18	0	168	40	-11.626751899719238	2	1	-4.184553774112583	1
18	0	179	43	-11.814482688903809	2	1	-4.184553774112583	1
18	0	173	39	-11.380096435546875	2	1	-4.184553774112583	1
18	0	164	42	-11.552901903788248	2	1	-4.184553774112583	0
18	0	167	43	-11.625215742323133	2	1	-4.184553774112583	1
18	0	169	48	-11.908058802286783	2	1	-4.184553774112583	1
18	0	168	39	-11.23843616909451	2	1	-4.184553774112583	0
18	0	161	40	-11.500906414455837	2	1	-4.184553774112583	1
18	0	166	37	-11.22714614868164	2	1	-4.184553774112583	0
18	0	168	41	-11.306159019470215	2	1	-4.184553774112583	0
18	0	159	40	-11.515144136216906	2	1	-4.184553774112583	1
18	0	169	40	-11.31012323167589	2	1	-4.184553774112583	1
18	0	169	48	-11.816307491726345	2	1	-4.184553774112583	1
18	0	175	47	-11.793633037143284	2	1	-4.184553774112583	0
18	0	167	44	-11.72393544514974	2	1	-4.184553774112583	1
18	0	168	44	-11.922241634792751	2	1	-4.184553774112583	1
18	0	179	43	-11.632746378580729	2	1	-4.184553774112583	1
18	0	160	40	-11.51723141140408	2	1	-4.184553774112583	1
18	0	168	45	-11.796091397603353	2	1	-4.184553774112583	1
18	0	178	46	-11.921669536166721	2	1	-4.184553774112583	1
18	0	157	44	-11.768348375956217	2	1	-4.184553774112583	1
18	0	156	39	-11.11054876115587	2	1	-4.184553774112583	0
18	0	177	43	-11.40301185184055	2	1	-4.184553774112583	1
18	0	167	42	-11.495105001661512	2	1	-4.184553774112583	1
18	0	168	42	-11.468613094753689	2	1	-4.184553774112583	1
18	0	164	40	-11.675773196750217	2	1	-4.184553774112583	1
18	0	161	39	-11.318957858615452	2	1	-4.184553774112583	0
18	0	166	43	-11.858084466722277	2	1	-4.184553774112583	1
18	0	175	42	-11.523013220893013	2	1	-4.184553774112583	1
19	0	171	44	-11.54073032579924	2	1	-4.652366620819066	0
19	0	175	44	-11.581904561896073	2	1	-4.652366620819066	1
19	0	186	46	-11.688661274157072	2	1	-4.652366620819066	1
19	0	195	47	-11.868674328452663	2	1	-4.652366620819066	0
19	0	167	41	-11.346407840126439	2	1	-4.652366620819066	0
19	0	193	51	-11.839852784809313	2	1	-4.652366620819066	1
19	0	185	41	-11.56329385857833	2	1	-4.652366620819066	1
19	0	168	43	-11.413950167204204	2	1	-4.652366620819066	1
19	0	174	38	-11.170461755049857	2	1	-4.652366620819066	0
19	0	164	41	-11.601757049560547	2	1	-4.652366620819066	0
19	0	179	45	-11.421104631925884	2	1	-4.652366620819066	0
19	0	184	40	-11.37670858282792	2	1	-4.652366620819066	1
19	0	180	46	-11.738693337691458	2	1	-4.652366620819066	1
19	0	178	44	-11.557846370496248	2	1	-4.652366620819066	0
19	0	178	42	-11.264240766826429	2	1	-4.652366620819066	1
19	0	179	43	-11.399017936304995	2	1	-4.652366620819066	1
19	0	188	40	-11.124995081048263	2	1	-4.652366620819066	1
19	0	184	41	-11.348392386185495	2	1	-4.652366620819066	1
19	0	170	40	-11.049702292994448	2	1	-4.652366620819066	1
19	0	171	43	-11.368705046804328	2	1	-4.652366620819066	0
19	0	172	44	-11.584528772454513	2	1	-4.652366620819066	1
19	0	178	46	-11.939402028133994	2	1	-4.652366620819066	1
19	0	187	41	-11.485777603952508	2	1	-4.652366620819066	1
19	0	175	45	-11.6830506575735	2	1	-4.652366620819066	1
19	0	186	47	-11.723184184024209	2	1	-4.652366620819066	1
19	0	173	38	-10.872236251831055	2	1	-4.652366620819066	0
19	0	191	44	-11.427582389429995	2	1	-4.652366620819066	1
19	0	168	43	-11.574653424714741	2	1	-4.652366620819066	1
19	0	169	41	-11.289289374100534	2	1	-4.652366620819066	1
19	0	172	46	-11.67639802631579	2	1	-4.652366620819066	0
20	0	187	46	-11.392666625976563	2	1	-3.4428947592183645	1
20	0	190	44	-11.491436195373534	2	1	-3.4428947592183645	1
20	0	184	47	-11.423972988128662	2	1	-3.4428947592183645	1
20	0	198	52	-12.115870094299316	2	1	-3.4428947592183645	0
20	0	180	44	-11.408344936370849	2	1	-3.4428947592183645	1
20	0	187	50	-11.81426124572754	2	1	-3.4428947592183645	1
20	0	173	42	-11.15057897567749	2	1	-3.4428947592183645	1
20	0	196	46	-11.457359504699706	2	1	-3.4428947592183645	0
20	0	175	43	-11.20495891571045	2	1	-3.4428947592183645	0
20	0	202	48	-11.68080940246582	2	1	-3.4428947592183645	0
20	0	188	49	-11.801330471038819	2	1	-3.4428947592183645	0
20	0	197	47	-11.450155544281007	2	1	-3.4428947592183645	1
20	0	180	46	-11.531194305419922	2	1	-3.4428947592183645	1
20	0	196	50	-11.919302463531494	2	1	-3.4428947592183645	1
20	0	199	51	-11.796971702575684	2	1	-3.4428947592183645	1
20	0	190	49	-11.635898876190186	2	1	-3.4428947592183645	0
20	0	194	50	-11.87092113494873	2	1	-3.4428947592183645	1
20	0	175	42	-11.245553684234618	2	1	-3.4428947592183645	1
20	0	182	50	-11.749411678314209	2	1	-3.4428947592183645	1
20	0	186	48	-11.648141860961914	2	1	-3.4428947592183645	1
20	0	186	47	-11.77989444732666	2	1	-3.4428947592183645	1
20	0	176	45	-11.259550476074219	2	1	-3.4428947592183645	1
20	0	177	44	-11.383133125305175	2	1	-3.4428947592183645	1
20	0	185	47	-11.63963565826416	2	1	-3.4428947592183645	0
20	0	182	45	-11.379747009277343	2	1	-3.4428947592183645	1
20	0	172	40	-10.873401069641114	2	1	-3.4428947592183645	0
20	0	194	44	-11.573378944396973	2	1	-3.4428947592183645	1
20	0	184	40	-11.173939418792724	2	1	-3.4428947592183645	1
20	0	188	48	-11.568221473693848	2	1	-3.4428947592183645	1
20	0	194	52	-12.089176750183105	2	1	-3.4428947592183645	1
21	0	202	50	-11.674160911923362	2	1	-4.577263232735083	0
21	0	198	44	-11.247692743937174	2	1	-4.577263232735083	0
21	0	198	49	-11.651938029697963	2	1	-4.577263232735083	0
21	0	174	50	-11.548850740705218	2	1	-4.577263232735083	1
21	0	200	46	-11.39469473702567	2	1	-4.577263232735083	0
21	0	197	50	-11.630164191836403	2	1	-4.577263232735083	1
21	0	197	52	-11.78943597702753	2	1	-4.577263232735083	0
21	0	213	58	-12.310348056611561	2	1	-4.577263232735083	0
21	0	189	43	-11.010611034574962	2	1	-4.577263232735083	0
21	0	193	50	-11.567974817185174	2	1	-4.577263232735083	1
21	0	215	52	-11.60047113327753	2	1	-4.577263232735083	1
21	0	192	51	-11.668030239286876	2	1	-4.577263232735083	0
21	0	197	49	-11.551208223615374	2	1	-4.577263232735083	0
21	0	189	45	-11.203436715262276	2	1	-4.577263232735083	0
21	0	205	49	-11.419078554425921	2	1	-4.577263232735083	0
21	0	180	44	-11.102078392392112	2	1	-4.577263232735083	0
21	0	191	49	-11.457345145089286	2	1	-4.577263232735083	0
21	0	204	47	-11.486509413946242	2	1	-4.577263232735083	0
21	0	209	51	-11.658209936959404	2	1	-4.577263232735083	0
21	0	204	46	-11.178806486583891	2	1	-4.577263232735083	0
21	0	183	46	-11.426097960699172	2	1	-4.577263232735083	1
21	0	208	53	-11.67398316519601	2	1	-4.577263232735083	0
21	0	193	48	-11.59532002040318	2	1	-4.577263232735083	0
21	0	201	48	-11.390059425717308	2	1	-4.577263232735083	0
21	0	184	48	-11.33672741481236	2	1	-4.577263232735083	1
21	0	194	49	-11.574021021525065	2	1	-4.577263232735083	0
21	0	183	50	-11.721250988188244	2	1	-4.577263232735083	1
21	0	187	48	-11.544638497488839	2	1	-4.577263232735083	0
21	0	194	50	-11.713953018188477	2	1	-4.577263232735083	0
21	0	191	47	-11.41285787309919	2	1	-4.577263232735083	0
22	0	205	52	-11.647056319496848	2	1	-4.6905102331551065	0
22	0	209	53	-11.517464897849344	2	1	-4.6905102331551065	0
22	0	200	47	-11.305827921087092	2	1	-4.6905102331551065	0
22	0	204	47	-11.401039383628152	2	1	-4.6905102331551065	0
22	0	204	48	-11.490881833163174	2	1	-4.6905102331551065	0
22	0	191	49	-11.602893916043369	2	1	-4.6905102331551065	0
22	0	201	50	-11.466869527643377	2	1	-4.6905102331551065	0
22	0	222	55	-11.814343365755947	2	1	-4.6905102331551065	0
22	0	223	56	-11.910664558410645	2	1	-4.6905102331551065	0
22	0	193	45	-10.888504375110973	2	1	-4.6905102331551065	0
22	0	196	51	-11.470282988114791	2	1	-4.6905102331551065	0
22	0	208	54	-11.882965954867275	2	1	-4.6905102331551065	0
22	0	211	55	-11.865423722700639	2	1	-4.6905102331551065	0
22	0	211	51	-11.55065935308283	2	1	-4.6905102331551065	1
22	0	203	55	-11.709511323408647	2	1	-4.6905102331551065	1
22	0	213	56	-11.909056836908514	2	1	-4.6905102331551065	0
22	0	214	54	-11.736480626192959	2	1	-4.6905102331551065	0
22	0	201	52	-11.840560999783603	2	1	-4.6905102331551065	1
22	0	204	49	-11.488639658147639	2	1	-4.6905102331551065	0
22	0	191	48	-11.531047647649592	2	1	-4.6905102331551065	1
22	0	197	45	-11.319983395663174	2	1	-4.6905102331551065	0
22	0	197	52	-11.568455782803623	2	1	-4.6905102331551065	0
22	0	219	52	-11.559476418928666	2	1	-4.6905102331551065	0
22	0	223	52	-11.605347459966486	2	1	-4.6905102331551065	0
22	0	180	50	-11.456647005948154	2	1	-4.6905102331551065	0
22	0	207	47	-11.165129314769398	2	1	-4.6905102331551065	0
22	0	198	46	-11.077287847345525	2	1	-4.6905102331551065	0
22	0	213	50	-11.41749468716708	2	1	-4.6905102331551065	0
22	0	213	52	-11.666344382546164	2	1	-4.6905102331551065	0
22	0	208	49	-11.495827588168057	2	1	-4.6905102331551065	0
23	0	204	53	-11.267752274222996	2	1	-4.846350424788453	1
23	0	192	50	-11.324228867240574	2	1	-4.846350424788453	0
23	0	214	53	-11.429282478664232	2	1	-4.846350424788453	0
23	0	212	55	-11.66848439755647	2	1	-4.846350424788453	0
23	0	216	55	-11.474336872930111	2	1	-4.846350424788453	0
23	0	215	49	-11.265503676041313	2	1	-4.846350424788453	0
23	0	225	54	-11.577535629272461	2	1	-4.846350424788453	0
23	0	215	56	-11.573544294937797	2	1	-4.846350424788453	0
23	0	224	52	-11.607854013857635	2	1	-4.846350424788453	0
23	0	224	53	-11.554715778516686	2	1	-4.846350424788453	0
23	0	213	53	-11.65977718519128	2	1	-4.846350424788453	0
23	0	204	54	-11.604671561199686	2	1	-4.846350424788453	0
23	0	209	51	-11.276472672172215	2	1	-4.846350424788453	0
23	0	213	54	-11.503066601960555	2	1	-4.846350424788453	0
23	0	235	54	-11.588071906048318	2	1	-4.846350424788453	0
23	0	205	58	-11.86170942887016	2	1	-4.846350424788453	1
23	0	226	51	-11.387825178063434	2	1	-4.846350424788453	0
23	0	219	46	-11.032004397848379	2	1	-4.846350424788453	0
23	0	197	51	-11.495442929475203	2	1	-4.846350424788453	0
23	0	219	53	-11.494897842407227	2	1	-4.846350424788453	0
23	0	198	48	-11.37598128940748	2	1	-4.846350424788453	0
23	0	229	49	-11.239659516707711	2	1	-4.846350424788453	0
23	0	205	51	-11.53075765526813	2	1	-4.846350424788453	0
23	0	228	58	-11.671982392020848	2	1	-4.846350424788453	1
23	0	213	51	-11.467259780220363	2	1	-4.846350424788453	0
23	0	210	53	-11.543486387833305	2	1	-4.846350424788453	0
23	0	229	56	-11.772786264834197	2	1	-4.846350424788453	0
23	0	223	56	-11.780484240988027	2	1	-4.846350424788453	0
23	0	222	57	-11.793229890906293	2	1	-4.846350424788453	0
23	0	211	57	-11.773047903309697	2	1	-4.846350424788453	0
24	0	219	55	-11.6266078154246	2	1	-4.1648528671127165	0
24	0	226	49	-10.90373714764913	2	1	-4.1648528671127165	0
24	0	214	49	-11.086446444193522	2	1	-4.1648528671127165	0
24	0	226	56	-11.564180692036947	2	1	-4.1648528671127165	1
24	0	234	56	-11.576971054077148	2	1	-4.1648528671127165	0
24	0	226	59	-11.635228315989176	2	1	-4.1648528671127165	1
24	0	236	52	-11.5169997215271	2	1	-4.1648528671127165	0
24	0	212	53	-11.331836700439453	2	1	-4.1648528671127165	0
24	0	241	61	-11.971866687138876	2	1	-4.1648528671127165	0
24	0	210	58	-11.82700483004252	2	1	-4.1648528671127165	0
24	0	231	54	-11.44815985361735	2	1	-4.1648528671127165	0
24	0	232	51	-11.412276903788248	2	1	-4.1648528671127165	0
24	0	228	51	-11.272468407948812	2	1	-4.1648528671127165	0
24	0	234	51	-11.332809368769327	2	1	-4.1648528671127165	0
24	0	207	58	-11.647403319676718	2	1	-4.1648528671127165	0
24	0	219	48	-11.09156608581543	2	1	-4.1648528671127165	0
24	0	215	51	-11.341440121332804	2	1	-4.1648528671127165	0
24	0	223	53	-11.551236391067505	2	1	-4.1648528671127165	0
24	0	222	51	-11.226051410039267	2	1	-4.1648528671127165	0
24	0	216	58	-11.703491846720377	2	1	-4.1648528671127165	0
24	0	222	51	-11.36605715751648	2	1	-4.1648528671127165	0
24	0	238	58	-11.66632866859436	2	1	-4.1648528671127165	0
24	0	210	53	-11.269635915756226	2	1	-4.1648528671127165	0
24	0	208	52	-11.29836662610372	2	1	-4.1648528671127165	0
24	0	223	53	-11.463704188664755	2	1	-4.1648528671127165	0
24	0	225	56	-11.493102471033732	2	1	-4.1648528671127165	1
24	0	226	58	-11.729861497879028	2	1	-4.1648528671127165	0
24	0	236	62	-11.796920220057169	2	1	-4.1648528671127165	0
24	0	234	57	-11.667349894841513	2	1	-4.1648528671127165	0
24	0	218	55	-11.496130386988321	2	1	-4.1648528671127165	0
25	0	251	60	-11.552654724121094	2	1	-4.002275994405708	0
25	0	220	59	-11.505982818603515	2	1	-4.002275994405708	0
25	0	244	58	-11.64377700805664	2	1	-4.002275994405708	0
25	0	244	56	-11.606871490478516	2	1	-4.002275994405708	0
25	0	230	57	-11.553369522094727	2	1	-4.002275994405708	0
25	0	218	53	-11.270752334594727	2	1	-4.002275994405708	0
25	0	248	61	-11.86399803161621	2	1	-4.002275994405708	0
25	0	230	55	-11.235148544311523	2	1	-4.002275994405708	0
25	0	236	59	-11.716762313842773	2	1	-4.002275994405708	0
25	0	230	57	-11.425259094238282	2	1	-4.002275994405708	0
25	0	229	59	-11.563517379760743	2	1	-4.002275994405708	0
25	0	242	57	-11.331386108398437	2	1	-4.002275994405708	0
25	0	226	59	-11.746575241088868	2	1	-4.002275994405708	0
25	0	233	51	-10.815578536987305	2	1	-4.002275994405708	0
25	0	239	64	-11.792455291748047	2	1	-4.002275994405708	0
25	0	233	52	-11.139487228393556	2	1	-4.002275994405708	0
25	0	233	53	-11.222165985107422	2	1	-4.002275994405708	0
25	0	245	57	-11.358837280273438	2	1	-4.002275994405708	0
25	0	223	56	-11.455692825317383	2	1	-4.002275994405708	0
25	0	243	53	-11.254475784301757	2	1	-4.002275994405708	0
25	0	249	64	-11.905293197631837	2	1	-4.002275994405708	0
25	0	223	58	-11.29135139465332	2	1	-4.002275994405708	0
25	0	226	61	-11.554222106933594	2	1	-4.002275994405708	0
25	0	253	59	-11.675401611328125	2	1	-4.002275994405708	0
25	0	234	54	-11.273079071044922	2	1	-4.002275994405708	0
25	0	227	51	-11.04614028930664	2	1	-4.002275994405708	0
25	0	254	61	-11.664852752685547	2	1	-4.002275994405708	0
25	0	241	55	-11.260059280395508	2	1	-4.002275994405708	0
25	0	253	57	-11.454454574584961	2	1	-4.002275994405708	0
25	0	242	59	-11.501030807495118	2	1	-4.002275994405708	0
26	0	233	59	-11.576472722567045	2	1	-4.849154403174153	0
26	0	242	61	-11.665820782001202	2	1	-4.849154403174153	0
26	0	237	60	-11.626515755286583	2	1	-4.849154403174153	0
26	0	238	55	-11.242119055527906	2	1	-4.849154403174153	0
26	0	243	57	-11.21044921875	2	1	-4.849154403174153	0
26	0	257	60	-11.644141490642841	2	1	-4.849154403174153	0
26	0	237	63	-11.62049887730525	2	1	-4.849154403174153	0
26	0	236	55	-11.449348816504845	2	1	-4.849154403174153	0
26	0	244	59	-11.3250302534837	2	1	-4.849154403174153	0
26	0	244	59	-11.638963625981258	2	1	-4.849154403174153	0
26	0	244	62	-11.647321554330679	2	1	-4.849154403174153	0
26	0	257	59	-11.532377829918495	2	1	-4.849154403174153	0
26	0	225	56	-11.268103306110088	2	1	-4.849154403174153	0
26	0	243	61	-11.804683905381422	2	1	-4.849154403174153	0
26	0	259	55	-11.144628011263334	2	1	-4.849154403174153	0
26	0	240	61	-11.545027366051308	2	1	-4.849154403174153	0
26	0	260	57	-11.29794531602126	2	1	-4.849154403174153	0
26	0	259	64	-11.86184707054725	2	1	-4.849154403174153	0
26	0	240	59	-11.436455139747032	2	1	-4.849154403174153	0
26	0	236	62	-11.800040758573092	2	1	-4.849154403174153	0
26	0	244	61	-11.321549122150127	2	1	-4.849154403174153	0
26	0	249	62	-11.795667868394117	2	1	-4.849154403174153	0
26	0	242	56	-11.202227739187387	2	1	-4.849154403174153	0
26	0	251	58	-11.458600411048302	2	1	-4.849154403174153	0
26	0	227	58	-11.194025333111103	2	1	-4.849154403174153	0
26	0	243	58	-11.481435922475962	2	1	-4.849154403174153	0
26	0	246	61	-11.459994756258451	2	1	-4.849154403174153	0
26	0	238	57	-11.485546552217924	2	1	-4.849154403174153	0
26	0	225	58	-11.37798235966609	2	1	-4.849154403174153	0
26	0	237	59	-11.348381776076097	2	1	-4.849154403174153	0
27	0	254	65	-11.713884565565321	2	1	-4.939804113335664	0
27	0	254	60	-11.268708052458587	2	1	-4.939804113335664	0
27	0	258	65	-11.51510238647461	2	1	-4.939804113335664	0
27	0	272	68	-11.87340694003635	2	1	-4.939804113335664	0
27	0	242	59	-11.233616722954643	2	1	-4.939804113335664	1
27	0	258	64	-11.507463525842738	2	1	-4.939804113335664	0
27	0	258	64	-11.859010131270797	2	1	-4.939804113335664	0
27	0	245	62	-11.576154355649594	2	1	-4.939804113335664	0
27	0	252	67	-11.809019724527994	2	1	-4.939804113335664	0
27	0	246	61	-11.367652610496238	2	1	-4.939804113335664	0
27	0	256	68	-11.946731920595523	2	1	-4.939804113335664	1
27	0	262	57	-11.207666679664895	2	1	-4.939804113335664	0
27	0	246	63	-11.603899002075195	2	1	-4.939804113335664	0
27	0	265	62	-11.435770176075122	2	1	-4.939804113335664	0
27	0	256	64	-11.709100158126265	2	1	-4.939804113335664	0
27	0	270	62	-11.500082793059173	2	1	-4.939804113335664	0
27	0	262	63	-11.628796895345053	2	1	-4.939804113335664	0
27	0	264	66	-11.636736763848198	2	1	-4.939804113335664	0
27	0	255	64	-11.569598021330657	2	1	-4.939804113335664	0
27	0	267	61	-11.512748082478842	2	1	-4.939804113335664	0
27	0	279	65	-11.639199998643663	2	1	-4.939804113335664	0
27	0	241	61	-11.543954919885707	2	1	-4.939804113335664	0
27	0	254	67	-11.765395764951352	2	1	-4.939804113335664	0
27	0	256	61	-11.549276422571253	2	1	-4.939804113335664	0
27	0	263	58	-11.345078927499276	2	1	-4.939804113335664	0
27	0	245	64	-11.710446534333405	2	1	-4.939804113335664	0
27	0	249	61	-11.362804059629086	2	1	-4.939804113335664	0
27	0	246	60	-11.602485586095739	2	1	-4.939804113335664	0
27	0	230	61	-11.427710427178276	2	1	-4.939804113335664	0
27	0	227	60	-11.1226134830051	2	1	-4.939804113335664	0
28	0	286	67	-11.56880487714495	2	1	-4.828688807632384	0
28	0	252	63	-11.57237366267613	2	1	-4.828688807632384	0
28	0	265	68	-11.616101469312396	2	1	-4.828688807632384	0
28	0	279	64	-11.60684517451695	2	1	-4.828688807632384	0
28	0	269	65	-11.371751580919538	2	1	-4.828688807632384	0
28	0	265	69	-11.54374463217599	2	1	-4.828688807632384	0
28	0	248	60	-11.233872822352819	2	1	-4.828688807632384	0
28	0	242	64	-11.387895107269287	2	1	-4.828688807632384	0
28	0	252	63	-11.45074462890625	2	1	-4.828688807632384	0
28	0	267	58	-11.387215341840472	2	1	-4.828688807632384	0
28	0	268	63	-11.61001375743321	2	1	-4.828688807632384	0
28	0	247	64	-11.430993216378349	2	1	-4.828688807632384	0
28	0	264	67	-11.60166563306536	2	1	-4.828688807632384	0
28	0	280	64	-11.62257180895124	2	1	-4.828688807632384	0
28	0	262	63	-11.445676667349678	2	1	-4.828688807632384	0
28	0	271	71	-11.790790012904576	2	1	-4.828688807632384	0
28	0	278	69	-11.701077256883893	2	1	-4.828688807632384	0
28	0	245	60	-11.139083589826312	2	1	-4.828688807632384	0
28	0	257	63	-11.363016605377197	2	1	-4.828688807632384	0
28	0	260	68	-11.730645043509346	2	1	-4.828688807632384	0
28	0	268	69	-11.725407941000801	2	1	-4.828688807632384	0
28	0	249	65	-11.49003975731986	2	1	-4.828688807632384	0
28	0	265	66	-11.551154681614467	2	1	-4.828688807632384	0
28	0	246	65	-11.40653303691319	2	1	-4.828688807632384	0
28	0	264	65	-11.349739483424596	2	1	-4.828688807632384	0
28	0	270	64	-11.17367764881679	2	1	-4.828688807632384	0
28	0	272	63	-11.392600945064	2	1	-4.828688807632384	0
28	0	257	66	-11.450161593300956	2	1	-4.828688807632384	0
28	0	264	60	-11.058843340192523	2	1	-4.828688807632384	0
28	0	269	64	-11.607807636260986	2	1	-4.828688807632384	0
29	0	266	65	-11.633439162681842	2	1	-5.09049051934572	0
29	0	241	60	-11.047982051454742	2	1	-5.09049051934572	0
29	0	274	67	-11.489237686683392	2	1	-5.09049051934572	0
29	0	267	59	-10.971630491059402	2	1	-5.09049051934572	0
29	0	275	66	-11.434093606883081	2	1	-5.09049051934572	0
29	0	272	63	-11.411026000976562	2	1	-5.09049051934572	0
29	0	264	71	-11.764989195198849	2	1	-5.09049051934572	0
29	0	267	68	-11.564308955751617	2	1	-5.09049051934572	0
29	0	263	65	-11.705647896076071	2	1	-5.09049051934572	0
29	0	279	69	-11.743161234362372	2	1	-5.09049051934572	0
29	0	257	62	-11.240505350047144	2	1	-5.09049051934572	0
29	0	260	61	-11.226908322038321	2	1	-5.09049051934572	0
29	0	272	60	-11.106209195893387	2	1	-5.09049051934572	0
29	0	258	66	-11.58273617974643	2	1	-5.09049051934572	0
29	0	264	67	-11.472892366606613	2	1	-5.09049051934572	0
29	0	273	65	-11.41534318595097	2	1	-5.09049051934572	0
29	0	253	55	-10.841841007101126	2	1	-5.09049051934572	0
29	0	266	67	-11.488993085663894	2	1	-5.09049051934572	0
29	0	295	70	-11.654510037652377	2	1	-5.09049051934572	0
29	0	277	63	-11.379442609589676	2	1	-5.09049051934572	0
